62	72	0.00735813002246225
72	100	0.014264497765126
100	31	0.0805450227766849
100	32	0.064811639403665
72	58	0.0994636314407959
62	65	0.00753624506625642
65	66	0.00336721222622077
66	67	0.00536520381634843
67	68	0.00387210426655732
68	71	0.0038911173651251
71	103	0.0248519712630384
103	106	0.0112373221495866
106	34	0.0419816434873635
106	46	0.038772057723942
103	37	0.0459632162084214
71	36	0.104185713797527
68	80	0.0117075956227618
80	81	0.0033868220994634
81	98	0.0165513871656292
98	101	0.00697756765850637
101	14	0.0602104012449529
101	44	0.0467882528600269
98	55	0.0431570218435125
81	24	0.0867460556338324
80	99	0.0107871348318959
99	112	0.0312959330948502
112	116	0.0135727575013855
116	30	0.0343723235042212
116	60	0.0261929524042579
112	35	0.0486748871823292
99	22	0.0893299080895374
67	78	0.0120473718792935
78	79	0.00388775124005115
79	84	0.0116483249952391
84	89	0.0141606419882673
89	26	0.082213381441069
89	49	0.075929283431071
84	39	0.120428860030575
79	85	0.0106890635478295
85	86	0.00375090334221835
86	88	0.00561348628869448
88	95	0.0132847257271572
95	111	0.0254489976298393
111	113	0.0109189939434724
113	114	0.000565372968216177
114	25	0.0226913456410777
114	29	0.0203772950049519
113	23	0.02197836861994
111	28	0.0380379374158816
95	21	0.0515193738371863
88	96	0.014705684770824
96	20	0.0846057248606037
96	54	0.050656724668333
86	90	0.0100726310144684
90	92	0.00572966219195247
92	93	0.00135530746646118
93	94	0.00415186926943133
94	118	0.0454491287368979
118	16	0.0476464546291705
118	33	0.0337801940922292
94	52	0.0605401041029406
93	97	0.00484880367807876
97	7	0.0772832314565575
97	8	0.0727840632944519
92	4	0.070860372210524
90	11	0.0722060713208335
85	56	0.0781236103480576
78	83	0.0120725313847596
83	91	0.0138502794249645
91	102	0.00423269087875729
102	104	0.0046197179775465
104	13	0.0802724654918777
104	51	0.0825808319509218
102	105	0.00656803437776977
105	110	0.0177473177688731
110	117	0.0255175000686681
117	9	0.0812659224187656
117	59	0.0762037949432802
110	50	0.082490575301453
105	115	0.0302843107641013
115	10	0.0614095757938288
115	57	0.0543373959423758
91	107	0.0257450177349708
107	109	0.00510333767335715
109	27	0.0686467796657694
109	40	0.0942065177770301
107	5	0.0891093137398326
83	119	0.188580743455251
119	120	0.0215198171439179
120	1	0.115587289276182
120	2	0.124654971827452
119	3	0.13224868891261
66	12	0.0977624618509737
65	76	0.0120786458935744
76	77	0.00238916628988614
77	82	0.00749640894770461
82	87	0.00763606407822212
87	15	0.0726342497929392
87	48	0.103677997851745
82	45	0.0704258470927066
77	41	0.0648454483874233
76	108	0.038576513387099
108	17	0.0352536797342573
108	18	0.0313681237650697
62	63	0.000959080610108406
63	64	0.00376827912568083
64	69	0.0114938796716402
69	70	0.00240415262502102
70	19	0.0913179402431958
70	42	0.0957614675629954
69	6	0.0689282834449655
64	74	0.0138257703956546
74	75	0.00281963591274977
75	53	0.0954736769371275
75	61	0.0572854078542588
74	43	0.0701951689324723
63	73	0.00964861185682252
73	38	0.0596647814497813
73	47	0.0648305079176481
